comp,total_runtime,per_mean,per_std
baseline,1.850370168685913,0.002601815622749058,0.00021789697630350782
gradcam_large,0.392855167388916,0.0005485240449296668,9.117146167792255e-06
gradcam_small,0.3229837417602539,0.0004499692443414783,9.108714007304465e-06
gradcam_large_euclidian,5.769583702087402,0.00817520094256029,0.0007195091945845394
gradcam_small_euclidian,1.8554611206054688,0.0026233970696199027,0.00018020058156695463
large_adaptive_hoeffding,0.6098020076751709,0.0007837106150092808,0.0001996126232215938
large_adaptive_periodic,129.7513828277588,0.0007806104971161971,0.00017259092681685964
