comp,total_runtime,per_mean,per_std
baseline,1.2985365390777588,0.0026935930053393047,0.00020481932572415307
gradcam_large,1.8836266994476318,0.003916702171166738,0.00018985112437857124
gradcam_small,0.5034072399139404,0.0010412390033404033,5.0669327674587414e-05
gradcam_large_euclidian,5.0743560791015625,0.010563056170940398,0.00016289254281241837
gradcam_small_euclidian,0.6900527477264404,0.001430159310499827,6.0231697077334e-05
large_adaptive_hoeffding,2.143479824066162,0.004393712679545084,0.00017676205429426606
large_adaptive_periodic,125.67715358734131,0.004934578140576681,0.0005967209284998637
