comp,total_runtime,per_mean,per_std
baseline,0.07374238967895508,0.0018999639310334857,0.00021751688260794323
gradcam_large,0.10901403427124023,0.0028604582736366673,2.3624433964318913e-05
gradcam_small,0.03283429145812988,0.0008557909413387901,5.456084629641399e-05
gradcam_large_euclidian,0.10293030738830566,0.0027005484229639955,2.156305518889147e-05
gradcam_small_euclidian,0.025478839874267578,0.0006624585703799599,0.00015801022827978517
large_adaptive_hoeffding,0.15933513641357422,0.004132007297716643,7.975529190161991e-05
large_adaptive_periodic,43.770421743392944,0.00423565663789448,0.00019957248465835934
