comp,total_runtime,per_mean,per_std
baseline,0.015621423721313477,0.0041501522064208984,0.0002614870371907097
gradcam_large,0.01730036735534668,0.0057404836018880205,0.00017286934542191105
gradcam_small,0.003271818161010742,0.001062631607055664,6.252206193192965e-05
gradcam_large_euclidian,0.014157295227050781,0.00469509760538737,0.00017546552791093434
gradcam_small_euclidian,0.0028841495513916016,0.0009375413258870443,6.70122579971358e-05
large_adaptive_hoeffding,0.017262935638427734,0.005585829416910808,0.00012945292133373522
large_adaptive_periodic,14.425242900848389,0.006097316741943359,0.0007094857016351945
