comp,total_runtime,per_mean,per_std
baseline,2.470194101333618,0.0037207116518006202,0.0005988446054177268
gradcam_large,4.437508583068848,0.0067046381161180455,0.000645713145860987
gradcam_small,1.0902013778686523,0.0016406913387973802,0.00029760665303611575
gradcam_large_euclidian,6.875101566314697,0.010392351338073454,0.0008455175993526265
gradcam_small_euclidian,1.3389172554016113,0.002017408564303538,0.0003364053841846972
large_adaptive_hoeffding,5.076061487197876,0.007572838109488206,0.00036002183884477053
large_adaptive_periodic,150.35188221931458,0.007506862530729954,0.0014069923083341125
