,pred_rnn_a,pred_rnn_b,pred_rnn_c,pred_cnn_a,pred_cnn_b,pred_cnn_c,pred_as01_a,pred_as01_b,pred_as01_c,pred_as02_a,pred_as02_b,pred_as02_c,pred_lstm_a,pred_adaptive_mixture,pred_baseline,pred_gradcam_large,pred_gradcam_small,pred_gradcam_large_euclidian,pred_gradcam_small_euclidian,pred_large_adaptive_hoeffding,pred_large_adaptive_periodic
PigAirwayPressure,0.287945032119751,0.3091456890106201,0.3538744449615478,0.1037631034851074,0.1172792911529541,0.1478176116943359,0.2955865859985351,0.3214662075042724,0.3730411529541015,0.205538272857666,0.2018916606903076,0.2046105861663818,0.1639342308044433,0.3456764221191406,1.773181438446045,11.113936424255373,1.6413016319274902,10.858866930007936,1.5937645435333252,11.521030187606812,94.14533352851868
Rock,0.4131546020507812,0.4458565711975097,0.50685715675354,0.1484797000885009,0.1672420501708984,0.2045018672943115,0.4181604385375976,0.458981990814209,0.5343377590179443,0.2874300479888916,0.2886204719543457,0.2924301624298095,0.2268037796020507,0.4898045063018799,2.357740640640259,13.542541027069092,2.081566572189331,14.386635065078735,2.17671537399292,14.475235223770142,138.90392470359802
SNP500,0.1005570888519287,0.1032638549804687,0.11846923828125,0.0346076488494873,0.0392689704895019,0.0483229160308837,0.0979819297790527,0.1061124801635742,0.1253728866577148,0.0671525001525878,0.0672729015350341,0.0687227249145507,0.0532379150390625,0.1152675151824951,0.4010825157165527,3.569744825363159,0.5910158157348633,3.554405212402344,0.5893716812133789,12.722606658935549,30.908700227737427
NASDAQ,0.2839510440826416,0.306058406829834,0.351802110671997,0.1017510890960693,0.11492919921875,0.1415591239929199,0.2869408130645752,0.3137080669403076,0.3737950325012207,0.1980433464050293,0.1991376876831054,0.2014863491058349,0.1563391685485839,0.3357598781585693,1.7161829471588137,10.101227521896362,1.6697893142700195,12.0519700050354,1.7014715671539309,10.212350368499756,92.91958022117616
DJI,0.282689094543457,0.304065465927124,0.3495552539825439,0.1050314903259277,0.1166303157806396,0.141364574432373,0.2866261005401611,0.3168385028839111,0.3730361461639404,0.1967799663543701,0.198451280593872,0.202899694442749,0.1555943489074707,0.335303783416748,1.8203558921813965,10.47397518157959,1.671186447143555,13.951430559158323,2.029881715774536,10.418195962905884,93.7983067035675
NYSE,0.2849245071411133,0.3102529048919678,0.3514065742492676,0.1027929782867431,0.1157402992248535,0.1460318565368652,0.2896783351898193,0.3166999816894531,0.3701305389404297,0.1996521949768066,0.2001328468322754,0.2036755084991455,0.1577515602111816,0.3403820991516113,1.8353817462921145,14.825597763061523,2.0636982917785645,14.8246111869812,2.012811183929444,15.164961099624634,97.78149318695068
RUSSELL,0.286989688873291,0.3070902824401855,0.3529598712921142,0.1027183532714843,0.1158111095428466,0.1472282409667968,0.2941572666168213,0.3205914497375488,0.3716204166412353,0.2047734260559082,0.2006924152374267,0.2041835784912109,0.1627860069274902,0.3433113098144531,1.7641069889068604,14.51453185081482,2.077739715576172,14.926628112792969,2.14957046508789,14.784610986709597,96.97322630882265
Energy_RH1,0.2171630859375,0.2311840057373047,0.2655589580535888,0.0768260955810546,0.0866665840148925,0.1068477630615234,0.2165181636810302,0.2367022037506103,0.277817964553833,0.1487200260162353,0.1493070125579834,0.1520485877990722,0.117403507232666,0.2536599636077881,1.1981031894683838,8.842467069625854,1.2886648178100586,8.687994956970215,1.3010907173156738,22.67814612388611,70.89244985580444
Energy_RH2,0.2156934738159179,0.230405569076538,0.2648296356201172,0.0768239498138427,0.0870125293731689,0.1072089672088623,0.2188124656677246,0.2360212802886963,0.2779109477996826,0.1487386226654052,0.149484634399414,0.1514990329742431,0.1172618865966796,0.2563018798828125,1.207909345626831,8.924993515014648,1.3137154579162598,9.030121326446531,1.2672696113586426,22.71382188796997,71.41035103797913
Energy_T4,0.2162039279937744,0.2328724861145019,0.2683756351470947,0.0769779682159423,0.0872111320495605,0.1073565483093261,0.2226324081420898,0.2378807067871093,0.2840158939361572,0.1510477066040039,0.1510577201843261,0.1540365219116211,0.1191740036010742,0.2540206909179687,1.2649073600769043,7.949795484542847,1.171553373336792,8.116417646408081,1.2455825805664062,216.31331777572632,71.11611080169678
Energy_T5,0.2721939086914062,0.2342300415039062,0.2756013870239258,0.0771529674530029,0.0861585140228271,0.1128613948822021,0.2224023342132568,0.2487139701843261,0.2911903858184814,0.1501905918121338,0.1510012149810791,0.152092695236206,0.1176841259002685,0.2509758472442627,1.2026214599609375,8.700541496276855,1.2591159343719482,8.96618127822876,1.2886848449707031,67.3792200088501,70.448406457901
CloudCoverage,0.3936293125152588,0.4177060127258301,0.4881300926208496,0.1397502422332763,0.1587538719177246,0.1930444240570068,0.3925168514251709,0.4289906024932861,0.5051815509796143,0.2696614265441894,0.2709283828735351,0.2748122215270996,0.21303391456604,0.4620997905731201,2.651811122894287,16.036538124084473,2.4800825119018555,19.001428604125977,2.80324125289917,18.55900263786316,134.71857261657715
