,pred_rnn_a,pred_rnn_b,pred_rnn_c,pred_cnn_a,pred_cnn_b,pred_cnn_c,pred_as01_a,pred_as01_b,pred_as01_c,pred_as02_a,pred_as02_b,pred_as02_c,pred_lstm_a,pred_adaptive_mixture,pred_baseline,pred_gradcam_large,pred_gradcam_small,pred_gradcam_large_euclidian,pred_gradcam_small_euclidian,pred_large_adaptive_hoeffding,pred_large_adaptive_periodic
PigAirwayPressure,0.3353743553161621,0.3581595420837402,0.3991560935974121,0.1028709411621093,0.1170804500579834,0.1412029266357422,0.3385040760040283,0.3634002208709717,0.4194841384887695,0.2484304904937744,0.2497403621673584,0.2537815570831299,0.2074644565582275,0.3405983448028564,1.7234585285186768,12.239653587341309,1.5249347686767578,12.932376861572266,1.517550706863403,13.103526830673218,113.81180906295776
Rock,0.4850280284881592,0.5148563385009766,0.5749025344848633,0.1472725868225097,0.1663877964019775,0.2073054313659668,0.4861454963684082,0.5243537425994873,0.5990545749664307,0.3609917163848877,0.3609559535980224,0.3657245635986328,0.2976646423339844,0.4944250583648681,2.677140712738037,19.236359119415283,2.182647943496704,19.505140781402588,2.132868766784668,20.63368034362793,168.28043842315674
SNP500,0.1091530323028564,0.116105318069458,0.1307783126831054,0.0335147380828857,0.0379233360290527,0.0462095737457275,0.1104626655578613,0.1188056468963623,0.1369001865386963,0.0813112258911132,0.0817720890045166,0.083024263381958,0.0676674842834472,0.1122035980224609,0.409855842590332,2.9457602500915527,0.3718559741973877,3.116347074508667,0.3817517757415771,16.912328004837036,41.852171182632446
NASDAQ,0.3345026969909668,0.3498985767364502,0.3941769599914551,0.1043274402618408,0.1138205528259277,0.1392138004302978,0.3364131450653076,0.3576240539550781,0.4150187969207763,0.2454874515533447,0.2462127208709716,0.2506430149078369,0.2083775997161865,0.3403036594390869,1.5163567066192627,11.81228494644165,1.211808681488037,14.755584478378296,1.5476362705230713,12.115060091018677,111.81940627098083
DJI,0.330549955368042,0.3498189449310303,0.3925657272338867,0.1011421680450439,0.1145088672637939,0.1419911384582519,0.3334474563598633,0.358593225479126,0.4131045341491699,0.2460112571716308,0.2468929290771484,0.2516777515411377,0.2056457996368408,0.3352291584014892,1.5978033542633057,11.878615856170654,1.320417881011963,13.15809202194214,1.367549180984497,11.899637699127195,111.6370768547058
NYSE,0.3301684856414795,0.3527603149414062,0.3967165946960449,0.1014811992645263,0.1153323650360107,0.1394464969635009,0.3330287933349609,0.3626885414123535,0.4118599891662597,0.2473089694976806,0.2474825382232666,0.2528088092803955,0.2043852806091308,0.3360939025878906,1.652040958404541,12.845752000808716,1.4600791931152344,16.24171781539917,1.6686410903930664,13.092271566390991,112.9594714641571
RUSSELL,0.3304383754730224,0.3504230976104736,0.3929650783538818,0.1015002727508544,0.1143925189971923,0.1416733264923095,0.333742618560791,0.3587672710418701,0.4122929573059082,0.2472522258758545,0.247255802154541,0.2516372203826904,0.2042956352233886,0.3345003128051758,1.6969246864318848,13.334754705429075,1.5706496238708496,16.11575722694397,1.749084234237671,13.45015025138855,113.51292729377748
Energy_RH1,0.2471442222595214,0.2658827304840088,0.2979943752288818,0.0753588676452636,0.0850839614868164,0.1072828769683837,0.2499284744262695,0.2692835330963135,0.3075525760650635,0.1839346885681152,0.1849846839904785,0.1876983642578125,0.1531028747558593,0.2519683837890625,1.071272373199463,9.618123292922974,1.0443403720855713,9.7606360912323,0.9739866256713868,35.01884961128235,84.66534805297852
Energy_RH2,0.2510497570037842,0.2654316425323486,0.2989969253540039,0.0754961967468261,0.0856025218963623,0.1041333675384521,0.248953104019165,0.2690989971160888,0.310976505279541,0.1845490932464599,0.1888899803161621,0.1886796951293945,0.1531019210815429,0.2547986507415771,1.101527452468872,9.932984828948976,1.0501105785369873,10.267885446548462,1.1148297786712646,27.118439197540283,85.12873125076294
Energy_T4,0.2451808452606201,0.2604317665100097,0.2933547496795654,0.0754973888397216,0.0850913524627685,0.1041698455810546,0.249551773071289,0.2665681838989258,0.3069653511047363,0.1881778240203857,0.1891496181488037,0.187943696975708,0.1526408195495605,0.2503204345703125,1.166496992111206,9.657016515731812,1.035670042037964,9.615038871765137,0.9420497417449952,286.0066058635712,85.01381301879883
Energy_T5,0.2490739822387695,0.264704942703247,0.2970292568206787,0.0757670402526855,0.085820198059082,0.1041343212127685,0.2502920627593994,0.2693443298339844,0.3087375164031982,0.1860537528991699,0.1862673759460449,0.1917529106140136,0.1547486782073974,0.2578239440917969,1.0941143035888672,10.692657709121704,1.0917596817016602,10.30139136314392,1.0986857414245603,85.26603674888611,84.83796310424805
CloudCoverage,0.4554836750030517,0.4802491664886474,0.5401487350463867,0.1383349895477295,0.1556718349456787,0.1901793479919433,0.4562962055206299,0.4912176132202148,0.563758134841919,0.3361701965332031,0.338407039642334,0.3432562351226806,0.278726577758789,0.460411787033081,2.481536388397217,22.824893474578857,1.958588600158692,22.49115777015686,2.3986618518829346,24.01850891113281,159.75096702575684
