"data.1.2693..5."
-1
-1
-1
-1
-1
11.1333
67.1833
52.5667
18.2833
11.0667
8.3
7.1667
7.9667
10.4167
10.3
27.9667
12.9833
44
16.7833
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
35.0667
41.8333
41.4667
38.75
38.8
26.15
13.75
16.05
28.9833
48.75
46.4167
35.1667
18.9167
11.9833
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
17.35
51.55
19.7833
22.5167
77.9333
97.9167
80.8
82.55
92.9
98.7
97.6333
95.8833
94.0167
45.7167
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
36.0167
85.1833
94.5167
96.5167
98.0333
95.7167
93.9833
50.5333
30.8667
39.0333
21.6667
16.3667
10.15
5.75
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
4.85
9.1667
11.5833
14.1333
12.95
14.5167
12.8167
13.0667
14.5333
14.8833
13.7667
12.7167
10.0333
4.3667
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.5333
10
11.9167
16.95
17.8833
13.5667
15.05
15.1167
15.6
14.6
15.6833
12.3833
10.7167
5.1333
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
5.4333
9.7167
12.0333
15.15
18.35
17.3167
43.3333
75.0667
91.1
97.9333
74.7333
41
50.0167
39.05
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
61.6167
97.7167
98.0167
98.3167
99.8
99.5
99.1167
91.2
67.8667
96.7667
97.9167
97.6167
97.1833
36
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
15.05
71.5333
86.5667
75.9
96.2167
90.25
91.8667
96.0833
92.05
97.25
97.6167
95.5667
92.15
45.5167
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
51.0167
95.4333
75.5667
66.4833
71.4667
92.95
94.4167
98.5333
98.4667
98.6
98.7667
97.4
95.8
35.6167
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
59.6333
92.3333
95.1667
97.1
96.55
91.5833
91.6167
93.05
94.5833
97.6833
97.3833
96.3833
83.8833
29.8167
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
51.0333
91.8
96.1333
98.4167
80.0167
66.3833
46.6333
33.2
20.65
10.7167
11.5333
11.6833
11.4333
6.6167
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
6.8667
9.8667
11.3833
11.95
10.45
7.2167
6.9
7.1667
8.0833
8.7667
12.5
10.7
10.3167
10.8333
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
14.6
16.9167
10.5333
11.4333
9.35
8.35
36.1667
57.4667
55.75
44.8833
28.4
54.5
21.6833
10.9833
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
6.5167
9.75
11.3667
13.7833
10.3
8.7833
9.05
9.2
12.7
73.6833
98.1333
96.9667
94.5667
63.0667
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
30.55
84.2
93.4833
92.1333
44.95
9.7167
10.5667
19.0833
64.8167
89.8167
98.6333
93.3667
77.2
43.5667
-1
-1
-1
-1
-1
